symbol	file	line	kind	language
run	.config/autostart/autorun.sh	3		
settings	.config/awesome/bar.lua	66		
settings	.config/awesome/bar.lua	76		
settings	.config/awesome/bar.lua	86		
animate_widget_size	.config/awesome/bar.lua	135		
timer	.config/awesome/bar.lua	140		
updateVolumeText	.config/awesome/bar.lua	175		
callback	.config/awesome/bar.lua	195		
updateVolumeWidget	.config/awesome/bar.lua	212		
shrink_timer	.config/awesome/bar.lua	235		
formatDateTime	.config/awesome/bar.lua	254		
updateDateTime	.config/awesome/bar.lua	274		
updateFocusedClass	.config/awesome/bar.lua	306		
makeFrameWidget	.config/awesome/clientBorder.lua	9		
visibleFor	.config/awesome/clientBorder.lua	39		
place	.config/awesome/clientBorder.lua	43		
refresh	.config/awesome/clientBorder.lua	81		
onTagChange	.config/awesome/clientBorder.lua	125		
makeRow	.config/awesome/cycleSelector.lua	25		
buildWidget	.config/awesome/cycleSelector.lua	46		
reposition	.config/awesome/cycleSelector.lua	58		
myFuncs	.config/awesome/devices/macropad.lua	7		
"	.config/awesome/devices/macropad.lua	55		
"	.config/awesome/devices/macropad.lua	59		
myFuncs	.config/awesome/devices/normalKeys.lua	6		
myFuncs	.config/awesome/devices/scimitar.lua	9		
sk	.config/awesome/devices/scimitar.lua	23		
myFuncs	.config/awesome/devices/tartarus.lua	10		
tk	.config/awesome/devices/tartarus.lua	25		
keypressed_callback	.config/awesome/devices/tartarus.lua	320		
keyreleased_callback	.config/awesome/devices/tartarus.lua	325		
callback	.config/awesome/devices/tartarus.lua	331		
onNewWindow	.config/awesome/functions.lua	125		
commsEntryByClass	.config/awesome/functions.lua	227		
postClose	.config/awesome/functions.lua	319		
isDropdownClient	.config/awesome/functions.lua	329		
manage_callback	.config/awesome/functions.lua	381		
matches	.config/awesome/functions.lua	403		
hideOtherDropdowns	.config/awesome/functions.lua	482		
positionDropdown	.config/awesome/functions.lua	500		
onManage	.config/awesome/functions.lua	538		
hexToRgb	.config/awesome/glowBorder.lua	11		
lerpColor	.config/awesome/glowBorder.lua	16		
callback	.config/awesome/glowBorder.lua	59		
Please, read me!	.config/awesome/lain/ISSUE_TEMPLATE.md	1		
If you have an issue	.config/awesome/lain/ISSUE_TEMPLATE.md	5		
How to provide X error log	.config/awesome/lain/ISSUE_TEMPLATE.md	16		
Lain	.config/awesome/lain/README.rst	1		
stdout	.config/awesome/lain/helpers.lua	127		
do_cascade	.config/awesome/lain/layout/cascade.lua	29		
arrange	.config/awesome/lain/layout/centerwork.lua	24		
mouse_resize_handler	.config/awesome/lain/layout/centerwork.lua	132		
compare_position	.config/awesome/lain/layout/centerwork.lua	207		
clients_by_position	.config/awesome/lain/layout/centerwork.lua	215		
in_centerwork	.config/awesome/lain/layout/centerwork.lua	238		
do_fair	.config/awesome/lain/layout/termfair.lua	19		
__tojson	.config/awesome/lain/util/dkjson.lua	77		
isarray	.config/awesome/lain/util/dkjson.lua	80		
escapeutf8	.config/awesome/lain/util/dkjson.lua	109		
fsub	.config/awesome/lain/util/dkjson.lua	139		
quotestring	.config/awesome/lain/util/dkjson.lua	150		
replace	.config/awesome/lain/util/dkjson.lua	167		
updatedecpoint	.config/awesome/lain/util/dkjson.lua	179		
num2str	.config/awesome/lain/util/dkjson.lua	187		
str2num	.config/awesome/lain/util/dkjson.lua	191		
addnewline2	.config/awesome/lain/util/dkjson.lua	200		
addpair	.config/awesome/lain/util/dkjson.lua	216		
appendcustom	.config/awesome/lain/util/dkjson.lua	233		
exception	.config/awesome/lain/util/dkjson.lua	242		
encode2	.config/awesome/lain/util/dkjson.lua	259		
loc	.config/awesome/lain/util/dkjson.lua	382		
unterminated	.config/awesome/lain/util/dkjson.lua	397		
scanwhite	.config/awesome/lain/util/dkjson.lua	401		
unichar	.config/awesome/lain/util/dkjson.lua	427		
scanstring	.config/awesome/lain/util/dkjson.lua	449		
scantable	.config/awesome/lain/util/dkjson.lua	512		
scanvalue	.config/awesome/lain/util/dkjson.lua	556		
optionalmetatables	.config/awesome/lain/util/dkjson.lua	592		
ErrorCall	.config/awesome/lain/util/dkjson.lua	615		
Err	.config/awesome/lain/util/dkjson.lua	623		
ErrorUnterminatedCall	.config/awesome/lain/util/dkjson.lua	627		
ErrUnterminated	.config/awesome/lain/util/dkjson.lua	635		
UTF16Surrogate	.config/awesome/lain/util/dkjson.lua	642		
UTF16BMP	.config/awesome/lain/util/dkjson.lua	650		
parsearray	.config/awesome/lain/util/dkjson.lua	667		
parseobject	.config/awesome/lain/util/dkjson.lua	686		
exe_callback	.config/awesome/lain/util/init.lua	139		
exe_callback	.config/awesome/lain/util/init.lua	151		
__call	.config/awesome/lain/util/markup.lua	62		
__call	.config/awesome/lain/util/markup.lua	63		
__call	.config/awesome/lain/util/markup.lua	66		
naughty_destroy_callback	.config/awesome/lain/util/menu_iterator.lua	23		
iterate	.config/awesome/lain/util/menu_iterator.lua	43		
menu	.config/awesome/lain/util/menu_iterator.lua	97		
1]	.config/awesome/lain/util/menu_iterator.lua	119		
1]	.config/awesome/lain/util/menu_iterator.lua	126		
__call	.config/awesome/lain/util/quake.lua	179		
factory	.config/awesome/lain/widget/alsa.lua	17		
settings	.config/awesome/lain/widget/alsa.lua	21		
factory	.config/awesome/lain/widget/alsabar.lua	21		
settings	.config/awesome/lain/widget/alsabar.lua	36		
destroy	.config/awesome/lain/widget/alsabar.lua	153		
factory	.config/awesome/lain/widget/bat.lua	21		
settings	.config/awesome/lain/widget/bat.lua	38		
factory	.config/awesome/lain/widget/cal.lua	25		
factory	.config/awesome/lain/widget/contrib/moc.lua	20		
settings	.config/awesome/lain/widget/contrib/moc.lua	30		
pid	.config/awesome/lain/widget/contrib/redshift.lua	29		
exe_callback	.config/awesome/lain/widget/contrib/task.lua	56		
factory	.config/awesome/lain/widget/contrib/tp_smapi.lua	20		
settings	.config/awesome/lain/widget/contrib/tp_smapi.lua	87		
factory	.config/awesome/lain/widget/cpu.lua	17		
settings	.config/awesome/lain/widget/cpu.lua	22		
factory	.config/awesome/lain/widget/fs.lua	28		
settings	.config/awesome/lain/widget/fs.lua	61		
update_synced	.config/awesome/lain/widget/fs.lua	74		
factory	.config/awesome/lain/widget/imap.lua	19		
settings	.config/awesome/lain/widget/imap.lua	32		
factory	.config/awesome/lain/widget/mem.lua	16		
settings	.config/awesome/lain/widget/mem.lua	21		
factory	.config/awesome/lain/widget/mpd.lua	21		
settings	.config/awesome/lain/widget/mpd.lua	35		
factory	.config/awesome/lain/widget/net.lua	15		
settings	.config/awesome/lain/widget/net.lua	30		
factory	.config/awesome/lain/widget/pulse.lua	17		
settings	.config/awesome/lain/widget/pulse.lua	22		
factory	.config/awesome/lain/widget/pulsebar.lua	21		
settings	.config/awesome/lain/widget/pulsebar.lua	38		
destroy	.config/awesome/lain/widget/pulsebar.lua	162		
factory	.config/awesome/lain/widget/sysload.lua	16		
settings	.config/awesome/lain/widget/sysload.lua	21		
factory	.config/awesome/lain/widget/temp.lua	15		
settings	.config/awesome/lain/widget/temp.lua	22		
factory	.config/awesome/lain/widget/weather.lua	23		
settings	.config/awesome/lain/widget/weather.lua	47		
Dependencies	.config/awesome/lain/wiki/Home.md	5		
Installation	.config/awesome/lain/wiki/Home.md	12		
Usage	.config/awesome/lain/wiki/Home.md	31		
Usage	.config/awesome/lain/wiki/Layouts.md	11		
How do layouts work?	.config/awesome/lain/wiki/Layouts.md	20		
Pre 4.0 `uselesstile` patches	.config/awesome/lain/wiki/Layouts.md	215		
What about layout icons?	.config/awesome/lain/wiki/Layouts.md	234		
Quake	.config/awesome/lain/wiki/Utilities.md	1		
Separators	.config/awesome/lain/wiki/Utilities.md	72		
markup	.config/awesome/lain/wiki/Utilities.md	97		
Dynamic tagging	.config/awesome/lain/wiki/Utilities.md	144		
Useless gaps resize	.config/awesome/lain/wiki/Utilities.md	168		
tag\\_view\\_nonempty	.config/awesome/lain/wiki/Utilities.md	203		
magnify\\_client	.config/awesome/lain/wiki/Utilities.md	223		
menu\\_clients\\_current\\_tags	.config/awesome/lain/wiki/Utilities.md	243		
menu\\_iterator	.config/awesome/lain/wiki/Utilities.md	255		
Usage	.config/awesome/lain/wiki/Widgets.md	1		
Index	.config/awesome/lain/wiki/Widgets.md	32		
Usage	.config/awesome/lain/wiki/alsa.md	1		
Input table	.config/awesome/lain/wiki/alsa.md	13		
Output table	.config/awesome/lain/wiki/alsa.md	33		
Toggle channel	.config/awesome/lain/wiki/alsa.md	41		
Buttons	.config/awesome/lain/wiki/alsa.md	76		
Keybindings	.config/awesome/lain/wiki/alsa.md	104		
Usage	.config/awesome/lain/wiki/alsabar.md	1		
Input table	.config/awesome/lain/wiki/alsabar.md	13		
Output table	.config/awesome/lain/wiki/alsabar.md	68		
Buttons	.config/awesome/lain/wiki/alsabar.md	78		
Keybindings	.config/awesome/lain/wiki/alsabar.md	106		
Usage	.config/awesome/lain/wiki/bat.md	1		
Input table	.config/awesome/lain/wiki/bat.md	16		
Output table	.config/awesome/lain/wiki/bat.md	92		
Note	.config/awesome/lain/wiki/bat.md	101		
Usage	.config/awesome/lain/wiki/cal.md	1		
Input table	.config/awesome/lain/wiki/cal.md	16		
Output table	.config/awesome/lain/wiki/cal.md	56		
Keybinding	.config/awesome/lain/wiki/cal.md	67		
Notes	.config/awesome/lain/wiki/cal.md	75		
Usage	.config/awesome/lain/wiki/cpu.md	1		
Input table	.config/awesome/lain/wiki/cpu.md	13		
Output table	.config/awesome/lain/wiki/cpu.md	26		
Usage	.config/awesome/lain/wiki/fs.md	1		
Input table	.config/awesome/lain/wiki/fs.md	15		
Output table	.config/awesome/lain/wiki/fs.md	63		
Note	.config/awesome/lain/wiki/fs.md	81		
Usage	.config/awesome/lain/wiki/imap.md	1		
Input table	.config/awesome/lain/wiki/imap.md	21		
Password security	.config/awesome/lain/wiki/imap.md	67		
Output table	.config/awesome/lain/wiki/imap.md	105		
Usage	.config/awesome/lain/wiki/mem.md	1		
Input table	.config/awesome/lain/wiki/mem.md	13		
Output table	.config/awesome/lain/wiki/mem.md	31		
Usage	.config/awesome/lain/wiki/moc.md	1		
Input table	.config/awesome/lain/wiki/moc.md	23		
Output table	.config/awesome/lain/wiki/moc.md	65		
Keybindings	.config/awesome/lain/wiki/moc.md	77		
Usage	.config/awesome/lain/wiki/mpd.md	1		
Input table	.config/awesome/lain/wiki/mpd.md	25		
Output table	.config/awesome/lain/wiki/mpd.md	84		
Key bindings	.config/awesome/lain/wiki/mpd.md	96		
Notes	.config/awesome/lain/wiki/mpd.md	148		
Usage	.config/awesome/lain/wiki/net.md	1		
Input table	.config/awesome/lain/wiki/net.md	13		
Output table	.config/awesome/lain/wiki/net.md	51		
Notes	.config/awesome/lain/wiki/net.md	59		
Usage examples	.config/awesome/lain/wiki/net.md	68		
Usage	.config/awesome/lain/wiki/pulse.md	1		
Input table	.config/awesome/lain/wiki/pulse.md	13		
Output table	.config/awesome/lain/wiki/pulse.md	57		
Buttons	.config/awesome/lain/wiki/pulse.md	64		
Keybindings	.config/awesome/lain/wiki/pulse.md	90		
Example	.config/awesome/lain/wiki/pulse.md	123		
Usage	.config/awesome/lain/wiki/pulsebar.md	1		
Input table	.config/awesome/lain/wiki/pulsebar.md	13		
Output table	.config/awesome/lain/wiki/pulsebar.md	60		
Buttons	.config/awesome/lain/wiki/pulsebar.md	70		
Keybindings	.config/awesome/lain/wiki/pulsebar.md	96		
What is Redshift?	.config/awesome/lain/wiki/redshift.md	1		
Preparations	.config/awesome/lain/wiki/redshift.md	13		
Using the widget	.config/awesome/lain/wiki/redshift.md	25		
Usage examples	.config/awesome/lain/wiki/redshift.md	34		
Usage	.config/awesome/lain/wiki/sysload.md	1		
Input table	.config/awesome/lain/wiki/sysload.md	13		
Output table	.config/awesome/lain/wiki/sysload.md	23		
Usage	.config/awesome/lain/wiki/task.md	1		
Note	.config/awesome/lain/wiki/task.md	49		
Usage	.config/awesome/lain/wiki/temp.md	1		
Input table	.config/awesome/lain/wiki/temp.md	13		
Output table	.config/awesome/lain/wiki/temp.md	32		
Description	.config/awesome/lain/wiki/tp_smapi.md	1		
Functions	.config/awesome/lain/wiki/tp_smapi.md	11		
Usage	.config/awesome/lain/wiki/watch.md	1		
Input table	.config/awesome/lain/wiki/watch.md	17		
Output table	.config/awesome/lain/wiki/watch.md	41		
Use case examples	.config/awesome/lain/wiki/watch.md	53		
Usage	.config/awesome/lain/wiki/weather.md	1		
Input table	.config/awesome/lain/wiki/weather.md	17		
Output table	.config/awesome/lain/wiki/weather.md	105		
Functions	.config/awesome/lain/wiki/weather.md	115		
Key bindings	.config/awesome/lain/wiki/weather.md	125		
queryMute	.config/awesome/micWatcher.lua	7		
startSubscribe	.config/awesome/micWatcher.lua	16		
stdout	.config/awesome/micWatcher.lua	18		
exit	.config/awesome/micWatcher.lua	28		
runOnce	.config/awesome/rc.lua	43		
setupDashboardScreen	.config/awesome/rc.lua	124		
myFuncs	.config/awesome/rc.lua	191		
callback	.config/awesome/rc.lua	258		
callback	.config/awesome/rc.lua	298		
callback	.config/awesome/rc.lua	346		
applyBorder	.config/awesome/rc.lua	387		
myFuncs	.config/awesome/signals.lua	17		
registerSlots	.config/awesome/signals.lua	46		
myFuncs	.config/awesome/stack.lua	14		
rebuildTabbar	.config/awesome/stack.lua	40		
hideTabbar	.config/awesome/stack.lua	74		
makeAnchor	.config/awesome/stack.lua	87		
mirrorHandler	.config/awesome/stack.lua	121		
removeFromFrame	.config/awesome/stack.lua	135		
dissolveFrame	.config/awesome/stack.lua	149		
setActive	.config/awesome/stack.lua	174		
_tempStackTimer	.config/awesome/stack.lua	596		
settings	.config/awesome/themes/blackburn/theme.lua	105		
settings	.config/awesome/themes/blackburn/theme.lua	121		
settings	.config/awesome/themes/blackburn/theme.lua	142		
settings	.config/awesome/themes/blackburn/theme.lua	158		
settings	.config/awesome/themes/blackburn/theme.lua	168		
settings	.config/awesome/themes/blackburn/theme.lua	187		
settings	.config/awesome/themes/copland/theme.lua	118		
settings	.config/awesome/themes/copland/theme.lua	135		
settings	.config/awesome/themes/copland/theme.lua	170		
settings	.config/awesome/themes/copland/theme.lua	220		
settings	.config/awesome/themes/copland/theme.lua	239		
settings	.config/awesome/themes/dremora/theme.lua	103		
settings	.config/awesome/themes/dremora/theme.lua	119		
settings	.config/awesome/themes/dremora/theme.lua	140		
settings	.config/awesome/themes/dremora/theme.lua	156		
settings	.config/awesome/themes/dremora/theme.lua	166		
settings	.config/awesome/themes/holo/theme.lua	132		
settings	.config/awesome/themes/holo/theme.lua	155		
settings	.config/awesome/themes/holo/theme.lua	205		
settings	.config/awesome/themes/holo/theme.lua	241		
settings	.config/awesome/themes/holo/theme.lua	253		
settings	.config/awesome/themes/multicolor/theme.lua	119		
settings	.config/awesome/themes/multicolor/theme.lua	132		
settings	.config/awesome/themes/multicolor/theme.lua	146		
settings	.config/awesome/themes/multicolor/theme.lua	164		
settings	.config/awesome/themes/multicolor/theme.lua	172		
settings	.config/awesome/themes/multicolor/theme.lua	180		
settings	.config/awesome/themes/multicolor/theme.lua	194		
settings	.config/awesome/themes/multicolor/theme.lua	208		
settings	.config/awesome/themes/multicolor/theme.lua	225		
settings	.config/awesome/themes/multicolor/theme.lua	233		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	124		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	154		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	175		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	183		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	191		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	201		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	210		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	232		
settings	.config/awesome/themes/powerarrow-dark/theme.lua	260		
factory	.config/awesome/themes/powerarrow/binclock.lua	43		
fit	.config/awesome/themes/powerarrow/binclock.lua	55		
draw	.config/awesome/themes/powerarrow/binclock.lua	58		
callback	.config/awesome/themes/powerarrow/binclock.lua	88		
load_wal_colors	.config/awesome/themes/powerarrow/theme.lua	20		
settings	.config/awesome/themes/rainbow/theme.lua	112		
settings	.config/awesome/themes/rainbow/theme.lua	130		
settings	.config/awesome/themes/rainbow/theme.lua	152		
update_txt_layoutbox	.config/awesome/themes/rainbow/theme.lua	209		
settings	.config/awesome/themes/steamburn/theme.lua	105		
settings	.config/awesome/themes/steamburn/theme.lua	121		
settings	.config/awesome/themes/steamburn/theme.lua	139		
settings	.config/awesome/themes/steamburn/theme.lua	146		
settings	.config/awesome/themes/steamburn/theme.lua	161		
settings	.config/awesome/themes/steamburn/theme.lua	170		
settings	.config/awesome/themes/steamburn/theme.lua	179		
update_txt_layoutbox	.config/awesome/themes/steamburn/theme.lua	205		
settings	.config/awesome/themes/vertex/theme.lua	141		
settings	.config/awesome/themes/vertex/theme.lua	170		
settings	.config/awesome/themes/vertex/theme.lua	191		
settings	.config/awesome/themes/vertex/theme.lua	280		
dockshape	.config/awesome/themes/vertex/theme.lua	325		
tagClients	.config/awesome/windowCycle.lua	13		
isArray	.config/awesome/workspaceManager.lua	16		
buildSlots	.config/awesome/workspaceManager.lua	54		
writeConfig	.config/awesome/workspaceManager.lua	93		
save	.config/awesome/workspaceManager.lua	120		
exe_callback	.config/awesome/workspaceManager.lua	136		
getOverflow	.config/awesome/workspaceManager.lua	196		
tryMatch	.config/awesome/workspaceManager.lua	212		
finalize	.config/awesome/workspaceManager.lua	267		
getTilingClients	.config/awesome/workspaceManager.lua	327		
manageHandler	.config/awesome/workspaceManager.lua	390		
Commands	.config/copyq/copyq-commands.ini	1		
General	.config/copyq/copyq-filter.ini	1		
General	.config/copyq/copyq-monitor.ini	1		
General	.config/copyq/copyq.conf	1		
Options	.config/copyq/copyq.conf	4		
Plugins	.config/copyq/copyq.conf	86		
Shortcuts	.config/copyq/copyq.conf	100		
Tabs	.config/copyq/copyq.conf	151		
Theme	.config/copyq/copyq.conf	158		
OBSIDIAN_VAULT	.config/dashboard/dashboardServer.py	37		
loadTodoistConfig	.config/dashboard/dashboardServer.py	40		
todoistConf	.config/dashboard/dashboardServer.py	49		
TODOIST_API_TOKEN	.config/dashboard/dashboardServer.py	50		
TODOIST_CLIENT_ID	.config/dashboard/dashboardServer.py	51		
TODOIST_CLIENT_SECRET	.config/dashboard/dashboardServer.py	52		
TODOIST_PROJECT_NAME	.config/dashboard/dashboardServer.py	53		
SHOPPING_LIST_FILE	.config/dashboard/dashboardServer.py	54		
NICOLE_PROJECT_NAME	.config/dashboard/dashboardServer.py	55		
NICOLE_PRIORITIES_FILE	.config/dashboard/dashboardServer.py	56		
PORT	.config/dashboard/dashboardServer.py	58		
run	.config/dashboard/dashboardServer.py	63		
jsonResp	.config/dashboard/dashboardServer.py	71		
getEndOfWeek	.config/dashboard/dashboardServer.py	81		
PRIORITY_ORDER	.config/dashboard/dashboardServer.py	88		
PRIORITY_RE	.config/dashboard/dashboardServer.py	89		
PONDER_RE	.config/dashboard/dashboardServer.py	90		
TODOIST_ID_RE	.config/dashboard/dashboardServer.py	91		
DESC_RE	.config/dashboard/dashboardServer.py	92		
getPriority	.config/dashboard/dashboardServer.py	95		
isImportant	.config/dashboard/dashboardServer.py	102		
buildMatrix	.config/dashboard/dashboardServer.py	107		
todoistPollLoop	.config/dashboard/dashboardServer.py	150		
todoistRequest	.config/dashboard/dashboardServer.py	163		
getTodoistProjectId	.config/dashboard/dashboardServer.py	178		
getTodoistTasks	.config/dashboard/dashboardServer.py	189		
createTodoistTask	.config/dashboard/dashboardServer.py	194		
closeTodoistTask	.config/dashboard/dashboardServer.py	200		
deleteTodoistTask	.config/dashboard/dashboardServer.py	204		
readShoppingList	.config/dashboard/dashboardServer.py	208		
writeShoppingList	.config/dashboard/dashboardServer.py	216		
getShoppingListItems	.config/dashboard/dashboardServer.py	221		
addShoppingItem	.config/dashboard/dashboardServer.py	246		
completeShoppingItem	.config/dashboard/dashboardServer.py	262		
removeShoppingItem	.config/dashboard/dashboardServer.py	271		
syncShoppingListFromTodoist	.config/dashboard/dashboardServer.py	277		
syncNicolePrioritiesFromTodoist	.config/dashboard/dashboardServer.py	300		
updateTodoistTaskDue	.config/dashboard/dashboardServer.py	338		
syncCompletedNicoleTasks	.config/dashboard/dashboardServer.py	346		
getVpnState	.config/dashboard/dashboardServer.py	364		
toggleVpn	.config/dashboard/dashboardServer.py	381		
SINK_NAMES	.config/dashboard/dashboardServer.py	398		
getSinks	.config/dashboard/dashboardServer.py	404		
getDefaultSink	.config/dashboard/dashboardServer.py	414		
cycleSink	.config/dashboard/dashboardServer.py	419		
getSinkState	.config/dashboard/dashboardServer.py	437		
getMediaState	.config/dashboard/dashboardServer.py	446		
mediaCommand	.config/dashboard/dashboardServer.py	486		
DATE_RE	.config/dashboard/dashboardServer.py	501		
TASK_RE	.config/dashboard/dashboardServer.py	502		
TAG_RE	.config/dashboard/dashboardServer.py	503		
DOMAIN_TAGS	.config/dashboard/dashboardServer.py	504		
extractTasks	.config/dashboard/dashboardServer.py	507		
_sseClients	.config/dashboard/dashboardServer.py	601		
_sseLock	.config/dashboard/dashboardServer.py	602		
sseSubscribe	.config/dashboard/dashboardServer.py	605		
sseUnsubscribe	.config/dashboard/dashboardServer.py	612		
sseBroadcast	.config/dashboard/dashboardServer.py	620		
_eisenhowerClients	.config/dashboard/dashboardServer.py	630		
_eisenhowerLock	.config/dashboard/dashboardServer.py	631		
eisenhowerSubscribe	.config/dashboard/dashboardServer.py	634		
eisenhowerUnsubscribe	.config/dashboard/dashboardServer.py	641		
eisenhowerBroadcast	.config/dashboard/dashboardServer.py	649		
syncCompletedShoppingItems	.config/dashboard/dashboardServer.py	659		
startVaultWatcher	.config/dashboard/dashboardServer.py	672		
DROIDCAM_IP	.config/dashboard/dashboardServer.py	702		
DROIDCAM_PORT	.config/dashboard/dashboardServer.py	703		
DROIDCAM_SIZE	.config/dashboard/dashboardServer.py	704		
DROIDCAM_BASE	.config/dashboard/dashboardServer.py	705		
droidcamPut	.config/dashboard/dashboardServer.py	708		
getDroidcamInfo	.config/dashboard/dashboardServer.py	721		
getDroidcamState	.config/dashboard/dashboardServer.py	731		
isDroidcamReachable	.config/dashboard/dashboardServer.py	746		
toggleDroidcam	.config/dashboard/dashboardServer.py	760		
_signal	.config/dashboard/dashboardServer.py	781		
BG_CACHE_FILE	.config/dashboard/dashboardServer.py	783		
_BG_VALID_MODES	.config/dashboard/dashboardServer.py	784		
WALLPAPER_DIR	.config/dashboard/dashboardServer.py	785		
getBgremoveState	.config/dashboard/dashboardServer.py	788		
_signalBgremove	.config/dashboard/dashboardServer.py	801		
setBgremoveMode	.config/dashboard/dashboardServer.py	813		
_bgPickerLock	.config/dashboard/dashboardServer.py	824		
pickBgremoveImage	.config/dashboard/dashboardServer.py	827		
_pickBgremoveImageInner	.config/dashboard/dashboardServer.py	836		
_lastCpuStat	.config/dashboard/dashboardServer.py	869		
_hwmonPath	.config/dashboard/dashboardServer.py	870		
getCpuPercent	.config/dashboard/dashboardServer.py	873		
getSysStats	.config/dashboard/dashboardServer.py	887		
startSinkWatcher	.config/dashboard/dashboardServer.py	967		
setTaskStatus	.config/dashboard/dashboardServer.py	997		
completeTask	.config/dashboard/dashboardServer.py	1015		
startMediaWatcher	.config/dashboard/dashboardServer.py	1022		
Handler	.config/dashboard/dashboardServer.py	1106		
todoistThread	.config/dashboard/dashboardServer.py	1523		
server	.config/dashboard/dashboardServer.py	1526		
bus	.config/dashboard/dbusTest.py	5		
onChanged	.config/dashboard/dbusTest.py	8		
Eisenhower Matrix	.config/dashboard/eisenhower.html	6		
header	.config/dashboard/eisenhower.html	715		
headerLeft	.config/dashboard/eisenhower.html	716		
statusDot	.config/dashboard/eisenhower.html	717		
headerTitle	.config/dashboard/eisenhower.html	718		
domainFilters	.config/dashboard/eisenhower.html	720		
headerButtons	.config/dashboard/eisenhower.html	726		
shoppingBtn	.config/dashboard/eisenhower.html	727		
refreshBtn	.config/dashboard/eisenhower.html	730		
exitBtn	.config/dashboard/eisenhower.html	731		
grid	.config/dashboard/eisenhower.html	736		
q1	.config/dashboard/eisenhower.html	737		
capture-q1	.config/dashboard/eisenhower.html	743		
list-q1	.config/dashboard/eisenhower.html	744		
q2	.config/dashboard/eisenhower.html	746		
capture-q2	.config/dashboard/eisenhower.html	752		
list-q2	.config/dashboard/eisenhower.html	753		
q3	.config/dashboard/eisenhower.html	755		
capture-q3	.config/dashboard/eisenhower.html	761		
list-q3	.config/dashboard/eisenhower.html	762		
q4	.config/dashboard/eisenhower.html	764		
capture-q4	.config/dashboard/eisenhower.html	770		
list-q4	.config/dashboard/eisenhower.html	771		
shoppingView	.config/dashboard/eisenhower.html	776		
shoppingList	.config/dashboard/eisenhower.html	777		
addRow	.config/dashboard/eisenhower.html	778		
addInput	.config/dashboard/eisenhower.html	779		
addBtn	.config/dashboard/eisenhower.html	780		
Dashboard	.config/dashboard/index.html	6		
app	.config/dashboard/index.html	888		
dashButtons	.config/dashboard/index.html	889		
exitBtn	.config/dashboard/index.html	891		
togglePanel	.config/dashboard/index.html	895		
toggleGrid	.config/dashboard/index.html	897		
toggleDynamic	.config/dashboard/index.html	899		
dcToggle	.config/dashboard/index.html	900		
dcSub	.config/dashboard/index.html	905		
dcPill	.config/dashboard/index.html	908		
dcControls	.config/dashboard/index.html	910		
zmSlider	.config/dashboard/index.html	913		
zmVal	.config/dashboard/index.html	917		
afTriggerBtn	.config/dashboard/index.html	921		
afSBtn	.config/dashboard/index.html	922		
afCBtn	.config/dashboard/index.html	923		
mfBtn	.config/dashboard/index.html	924		
bgOffBtn	.config/dashboard/index.html	928		
bgBlurBtn	.config/dashboard/index.html	929		
bgGreenBtn	.config/dashboard/index.html	930		
bgBlackBtn	.config/dashboard/index.html	931		
bgImgBtn	.config/dashboard/index.html	935		
mediaPanel	.config/dashboard/index.html	943		
mediaBody	.config/dashboard/index.html	945		
mediaIdle	.config/dashboard/index.html	946		
idleClock	.config/dashboard/index.html	948		
idleDate	.config/dashboard/index.html	949		
idleDay	.config/dashboard/index.html	950		
statCpuBar	.config/dashboard/index.html	956		
statCpuTemp	.config/dashboard/index.html	958		
statCpuVal	.config/dashboard/index.html	960		
statCpuTempVal	.config/dashboard/index.html	961		
statGpuBar	.config/dashboard/index.html	967		
statGpuTemp	.config/dashboard/index.html	969		
statGpuVal	.config/dashboard/index.html	971		
statGpuTempVal	.config/dashboard/index.html	972		
statRamBar	.config/dashboard/index.html	978		
statRamVal	.config/dashboard/index.html	980		
statVramBar	.config/dashboard/index.html	986		
statVramVal	.config/dashboard/index.html	988		
mediaMini	.config/dashboard/index.html	992		
miniPlayBtn	.config/dashboard/index.html	993		
miniTitle	.config/dashboard/index.html	995		
miniArtist	.config/dashboard/index.html	996		
mediaActive	.config/dashboard/index.html	1000		
mediaTitle	.config/dashboard/index.html	1003		
mediaArtist	.config/dashboard/index.html	1004		
mediaAlbum	.config/dashboard/index.html	1005		
progressFill	.config/dashboard/index.html	1008		
progressTime	.config/dashboard/index.html	1009		
playBtn	.config/dashboard/index.html	1013		
mediaClockTime	.config/dashboard/index.html	1020		
mediaClockDate	.config/dashboard/index.html	1021		
statCpuBar2	.config/dashboard/index.html	1026		
statCpuTemp2	.config/dashboard/index.html	1028		
statCpuVal2	.config/dashboard/index.html	1030		
statCpuTempVal2	.config/dashboard/index.html	1031		
statGpuBar2	.config/dashboard/index.html	1035		
statGpuTemp2	.config/dashboard/index.html	1037		
statGpuVal2	.config/dashboard/index.html	1039		
statGpuTempVal2	.config/dashboard/index.html	1040		
statRamBar2	.config/dashboard/index.html	1044		
statRamVal2	.config/dashboard/index.html	1046		
statVramBar2	.config/dashboard/index.html	1050		
statVramVal2	.config/dashboard/index.html	1052		
